S.No,Scheme ID,Scheme Name,District,Block,T/W Vendor,No Of T/W,Drilling Depth,Pin-Point Date,Drilling Status,T/W Drill Start Date,T/W Drill End Date,T/W Logging Status,Logging Date,T/W Assembly Qty. (in nos.),T/W Assembly Size (mm),T/W Lowering Status,T/W Lowering Date,Gravel Requirement (Cum),T/W Gravel Status,Compressor Size Required (PSI),Compressor Hours Required,T/W Compressor Status,Compressor Completion Date,OP Unit Size (Cusec),OP Unit Hours,T/W OP Status,OP Unit Completion Date,Water Sample Status,Water Sample Approval Date,Remark,No of OHT,OHT Capacity (KL),Staging (m),SBC Vendor,SBC Sample Status,SBC Report Status,SBC Value,OHT Design Vendor,Design Approval Status,Drawing Availability Status,OHT Vendor,OHT Excavation Status,OHT PCC Status,OHT Footing Status,OHT Column Casting Status ,OHT Bracing Status,OHT Top Dome Casting Status,OHT Lower Dome Status,OHT Platform Casting Status,ZA Tank Installation Status,OHT Pipe Work Status,OHT Hydrostatic Test,No. of Pumps,Pump Capacity,Pump Head,Pumping Plant (LPM),Rising Main (m),Power Capacity,Power Source,DG Capacity (KVA),Pump House Vendor,Pump House Excavation Status,P/H PCC Base Status,P/H RCC Status,P/H Plastering Status,P/H Flooring Status,Pump Lowering Status,Pump House EM Work Status,Distribution Network Vendor Name,Distribition System Length,D/N Excavation Status,D/N Excavation (m),D/N Pipe Laying Status,D/N Pipe Laying (m),D/N Road Restoration Status,No of FHTC to be Installed,FHTC Installation Count,Boundary Wall Vendor Name,B/W Layout Demarcation Status,B/W Excavation Status,PCC Work Status,B/W Brick Work Status,B/W Column Casting Status,B/W Gate Installation Status
1,20073666,Paharipur,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,275,12/06/2023,Completed,13/06/2023,17/06/2023,Completed,19/06/2023,1,200X150,Completed,22/06/2023,61,Completed,350,60,Completed,06/07/2023,1,100,Completed,09/07/2023,Collected,Not Approved,Water Sample Approval Awaited,1,225,16,Manohar,To be taken,Awaited,,ATLC,Design in Process,Not Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,44,730,30,23,Solar,20,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,11873,Not Started,,Not Started,,Not Started,622,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
2,20073672,Lahana,Ghazipur,Bhadaura,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X150,Not Started,Not Started,49,Not Available,350,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,275,18,Manohar,To be taken,Awaited,,Troynoya,Not Started,Available,MJ Telecommunication Services,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,17.5,46,920,30,26.5,Solar,25,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15652,Not Started,,Not Started,,Not Started,708,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
3,20073678,Ramchranpur,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,WSD,To be taken,Awaited,,ATLC,Approved,Available,Saswat Construction,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,400,35,13,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8065,Not Started,,Not Started,,Not Started,395,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
4,20073685,Katghra,Ghazipur,Manihari,Padma Enterprises,1,120,12/05/2023,Completed,15/05/2023,27/05/2023,Completed,31/05/2023,1,300X300,Not Started,Not Started,40,Available,250,41.2,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Skylone,Collected,Submitted,9.88,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,460,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15061,Not Started,,Not Started,,Not Started,460,Not Started,Padma Construction,Completed,Completed,Not Started,Not Started,Not Started ,Not Started
5,20073694,Mardanpur,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,41.25,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,Collected,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,360,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8750,Not Started,,Not Started,,Not Started,379,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
6,20073704,Suzni Pur,Ghazipur,Manihari,Shashwat Construction,1,120,13/07/2023,WIP,14/06/2023,WIP,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,34.8,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,Collected,Submitted,12.16,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,350,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6071,Not Started,,Not Started,,Not Started,367,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
7,20073711,Chokari,Ghazipur,Manihari,,1,120,23-May-23,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,41.15,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,370,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8551,Not Started,,Not Started,,Not Started,380,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
8,20073717,Sihabari,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,38.1,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,570,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16919,Not Started,,Not Started,,Not Started,558,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
9,20073725,Samogar,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,41.1,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,360,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7335,Not Started,,Not Started,,Not Started,369,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
10,20073734,Raipur,Ghazipur,Jakhania,,1,300,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,65,Not Available,600,50,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,9.16,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,45,470,30,12.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6362,Not Started,,Not Started,,Not Started,443,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
11,20073742,Hathiya Ram,Ghazipur,Jakhania,Dornam Construction,1,300,21-Jun-23,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,65,Not Available,600,50,Not Available,Not Started,0.5,90,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,8.31,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,45,540,30,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9840,Not Started,,Not Started,,Not Started,564,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
12,20073748,Belhara,Ghazipur,Jakhania,,1,300,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,61,Not Available,600,40,Not Available,Not Started,0.5,70,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Eagle,Collected,Submitted,8.02,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,45,410,30,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10191,Not Started,,Not Started,,Not Started,429,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
13,20073780,Rajapur,Ghazipur,Jakhania,Dornam Construction,1,120,30/06/2023,WIP,02/07/2023,WIP,Completed,16-Jul-23,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,9.58,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,460,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7597,Not Started,,Not Started,,Not Started,461,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
14,20073788,Mirpur,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Eagle,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,390,30,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13435,Not Started,,Not Started,,Not Started,383,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
15,20073794,Ghatora,Ghazipur,Jakhania,Dheerender Enterprise,1,120,10/07/2023,WIP,10/07/2023,16/07/2023,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,9.19,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,450,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,14434,Not Started,,Not Started,,Not Started,441,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
16,20073819,Aaripur,Ghazipur,Ghazipur,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X200,Not Started,Not Started,63,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Anavaya,Collected,Submitted,12.9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,47,420,35,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,4592,Not Started,,Not Started,,Not Started,441,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
17,20073831,Burhadih,Ghazipur,Zamania,Kshitiz Bala Ji,1,220,26/04/2023,Completed,24/05/2023,26/05/2023,Completed,29/05/2023,1,300X150,Completed,08/06/2023,54,Completed,350,43.75,WIP,WIP,3,90,Not Available,Not Started,To be taken,Not Approved,,1,200,12,Skylone,Collected,Submitted,9.24,ATLC,Not Started,Not Available,Kunal Construction,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,43,700,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Kunal Construction,8111,Not Started,,Not Started,,Not Started,802,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
18,20073848,Chak Maluk,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,Not Found,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,330,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6606,Not Started,,Not Started,,Not Started,348,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
19,20073856,Baresar Khas,Ghazipur,Kasimabad,Suraj Brothers,1,100,14/04/2023,Completed,20/04/2023,25/04/2023,Completed,30/04/2023,1,300X300,Completed,04/05/2023,33,Completed,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Shah & Pant,Collected,Submitted,10,ATLC,Approved,Available,MJ Telecommunication Services,WIP,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,42,420,35,16,Solar,15,MJ Telecommunication,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,MJ Telecommunication,7654,WIP,1173,WIP,,Not Started,416,Not Started,MJ Telecommunication,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
20,20074161,Kadipur,Ghazipur,Kasimabad,Padma Enterprises,1,100,29/04/2023,Completed,03/05/2023,27/05/2023,Completed,30/05/2023,1,300X300,Completed,12/06/2023,31,Completed,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Shah & Pant,Collected,Submitted,11,ATLC,Approved,Available,Padma Enterprises,WIP,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,310,35,13,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6490,Not Started,,Not Started,,Not Started,290,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
21,20074257,Jagdishpur M. Dahedu,Ghazipur,Kasimabad,,2,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,2,300X300,Not Started,Not Started,58,Not Available,250,120,Not Available,Not Started,1,240,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Shah & Pant,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,2,7.5,40,590,35,"13, 13",Solar,"10, 10",,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10691,Not Started,,Not Started,,Not Started,554,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
22,20074268,Dariyapur,Ghazipur,Kasimabad,Suraj Brothers,1,100,29/04/2023,Completed,06/05/2023,01/07/2023,Completed,03/07/2023,1,300X300,Completed,05/07/2023,52,Completed,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Shah & Pant,Collected,Submitted,8,ATLC,Approved,Available,Suraj Brothers,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,39,450,35,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7615,Not Started,,Not Started,,Not Started,502,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
23,20074274,Barahpar Bhojurai,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,14,WSD,Collected,Submitted,10.9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,430,35,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11599,Not Started,,Not Started,,Not Started,414,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
24,20074281,Baliya Rai Patti,Ghazipur,Sadat,Om Construction,1,100,25/06/2023,Completed,26/06/2023,02/07/2023,Completed,06/07/2023,1,300X300,WIP,WIP,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,WSD,Collected,Submitted,11.4,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,450,35,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9571,Not Started,,Not Started,,Not Started,434,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
25,20074284,Jabrapar,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,WSD,Collected,Submitted,12.7,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,410,35,13,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7451,Not Started,,Not Started,,Not Started,310,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
26,20074288,Khuthi,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,WSD,Collected,Submitted,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,350,35,13,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,5910,Not Started,,Not Started,,Not Started,284,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
27,20074299,Devapar,Ghazipur,Sadat,Om Construction,1,100,20/06/2023,Completed,21/06/2023,24/06/2023,Completed,28/06/2023,1,300X300,Completed,01/07/2023,33,Completed,250,60,Completed,10/07/2023,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,WSD,Collected,Submitted,11.54,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,480,35,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9742,WIP,707,WIP,707,Not Started,475,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
28,20074306,Ishopur,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,18,WSD,Collected,Submitted,9.7,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,500,35,20,Solar,25,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8656,Not Started,,Not Started,,Not Started,396,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
29,20074311,Sesukapar,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,18,WSD,Collected,Submitted,10.9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,550,35,20,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15259,Not Started,,Not Started,,Not Started,427,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
30,20074316,Berbhan,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,14,WSD,Collected,Submitted,10.8,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,520,35,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,4921,Not Started,,Not Started,,Not Started,497,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
31,20074345,Kaula Jakhania,Ghazipur,Jakhania,,1,300,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,65,Not Available,600,50,Not Available,Not Started,0.5,90,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Eagle,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,46,580,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13569,Not Started,,Not Started,,Not Started,453,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
32,20074350,Baghai,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,9.69,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,510,30,12.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7782,Not Started,,Not Started,,Not Started,384,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
33,20074355,Bahrampur,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,460,30,12.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6588,Not Started,,Not Started,,Not Started,341,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
34,20074377,Jalalpur Dhani,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Eagle,Collected,Submitted,8.35,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,380,30,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8125,Not Started,,Not Started,,Not Started,329,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
35,20074381,Kanuwan,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Eagle,Collected,Submitted,8.38,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,390,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15730,Not Started,,Not Started,,Not Started,314,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
36,20075253,Khetabpur,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,520,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8436,Not Started,,Not Started,,Not Started,381,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
37,20075290,Khojapur,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,9.58,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,490,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12225,Not Started,,Not Started,,Not Started,362,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
38,20075377,Lediha,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,500,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12744,Not Started,,Not Started,,Not Started,373,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
