S.No,Scheme ID,Scheme Name,District,Block,T/W Vendor,No Of T/W,Drilling Depth,Pin-Point Date,Drilling Status,T/W Drill Start Date,T/W Drill End Date,T/W Logging Status,Logging Date,T/W Assembly Qty. (in nos.),T/W Assembly Size (mm),T/W Lowering Status,T/W Lowering Date,Gravel Requirement (Cum),T/W Gravel Status,Compressor Size Required (PSI),Compressor Hours Required,T/W Compressor Status,Compressor Completion Date,OP Unit Size (Cusec),OP Unit Hours,T/W OP Status,OP Unit Completion Date,Water Sample Status,Water Sample Approval Date,Remark,No of OHT,OHT Capacity (KL),Staging (m),SBC Vendor,SBC Sample Status,SBC Report Status,SBC Value,OHT Design Vendor,Design Approval Status,Drawing Availability Status,OHT Vendor,OHT Excavation Status,OHT PCC Status,OHT Footing Status,OHT Column Casting Status ,OHT Bracing Status,OHT Top Dome Casting Status,OHT Lower Dome Status,OHT Platform Casting Status,ZA Tank Installation Status,OHT Pipe Work Status,OHT Hydrostatic Test,No. of Pumps,Pump Capacity,Pump Head,Pumping Plant (LPM),Rising Main (m),Power Capacity,Power Source,DG Capacity (KVA),Pump House Vendor,Pump House Excavation Status,P/H PCC Base Status,P/H RCC Status,P/H Plastering Status,P/H Flooring Status,Pump Lowering Status,Pump House EM Work Status,Distribution Network Vendor Name,Distribition System Length,D/N Excavation Status,D/N Excavation (m),D/N Pipe Laying Status,D/N Pipe Laying (m),D/N Road Restoration Status,No of FHTC to be Installed,FHTC Installation Count,Boundary Wall Vendor Name,B/W Layout Demarcation Status,B/W Excavation Status,PCC Work Status,B/W Brick Work Status,B/W Column Casting Status,B/W Gate Installation Status
357,20095054,Lauwari Kalan,Chandauli,Naugarh,Jai Bajrang Associate,1,200,30/05/2023,Completed,30/05/2023,03/06/2023,Not Required,Not Required,1,Not Found,Completed,07/07/2023,0,Not Required,Not Found,Not Found,Not Required,Developed through water flushing,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,175,18,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,550,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,40976,Not Started,,Not Started,,Not Started,657,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
358,20095062,Pachwaniya,Chandauli,Chakiya,TLEC,1,200,11/07/2023,Completed,12/07/2023,16/07/2023,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,590,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10299,Not Started,,Not Started,,Not Started,518,Not Started,Jai Bajrang Associate,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
359,20095072,Kharid,Chandauli,Chakiya,Advika Enterprises,1,200,29/06/2023,Completed,30/06/2023,07/07/2023,Completed,07/07/2023,1,Not Found,Completed,09/07/2023,Not Found,Completed,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Integral,Collected,Submitted,11.47,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,520,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16552,Not Started,,Not Started,,Not Started,503,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
360,20095077,Deori Kalan,Chandauli,Naugarh,,1,200,Not Found,Not Started,Not Started,Not Started,Not Required,Not Required,1,Not Found,Not Started,Not Started,0,Not Required,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,520,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,29262,Not Started,,Not Started,,Not Started,589,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
361,20095082,Jasori,Chandauli,Chandauli,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,580,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11247,Not Started,,Not Started,,Not Started,442,Not Started,Jai Bajrang Associate,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
362,20095089,Parasi Kala Jamokhar,Chandauli,Chandauli,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,300,18,Integral,Collected,Submitted,11,Troynoya,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,1010,40,30,Solar,30,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16404,Not Started,,Not Started,,Not Started,781,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
363,20095105,Kuwan,Chandauli,Chakiya,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,150,14,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,20,,510,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6569,Not Started,,Not Started,,Not Started,442,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
364,20095112,Banauli Khurd,Chandauli,Chandauli,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Integral,Collected,Submitted,9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,410,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9700,Not Started,,Not Started,,Not Started,497,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
365,20096737,Chandauli Khurd,Chandauli,Sakaldiha,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,Collected,Submitted,12,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,320,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,4941,Not Started,,Not Started,,Not Started,374,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
366,20096738,Sikandarpur,Chandauli,Chandauli,TLEC,1,165,19-Jun-23,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Integral,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,310,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,5707,Not Started,,Not Started,,Not Started,383,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
367,20096739,Akauni ,Chandauli,Chandauli,Tubewell Expert,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Integral,Collected,Submitted,14,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,350,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,5083,Not Started,,Not Started,,Not Started,414,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
368,20096766,Amara,Chandauli,Chakiya,Advika Enterprises,1,100,11/07/2023,Completed,11/07/2023,16/07/2023,Completed,16/07/2023,1,Not Found,Not Started,Not Started,0,Not Required,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Integral,Collected,Submitted,10.72,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,280,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9176,Not Started,,Not Started,,Not Started,495,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
369,20096767,Dawri Kalan,Chandauli,Chakiya,TLEC,1,165,22/05/2023,Completed,02/06/2023,10/06/2023,Completed,13/06/2023,1,Not Found,Completed,15/06/2023,Not Found,Completed,Not Found,Not Found,Completed,30/06/2023,Not Found,Not Found,Completed,04/07/2023,To be taken,Not Approved,,1,125,12,Skylone,Collected,Submitted,12,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,440,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6633,Not Started,,Not Started,,Not Started,369,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
370,20096768,Ganja Khwaja,Chandauli,Sakaldiha,Tubewell Expert,1,200,06/07/2023,Completed,07/07/2023,11/07/2023,Completed,12/07/2023,1,Not Found,Completed,15/07/2023,Not Found,Completed,Not Found,Not Found,Not Required,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,300,12,Skylone,Collected,Submitted,12,Troynoya,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,1000,40,26.5,Solar,25,Jai Bajrang Associate,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7846,Not Started,,Not Started,,Not Started,644,Not Started,Jai Bajrang Associate,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
371,20096772,Jatmohni Posta,Chandauli,Naugarh,Jai Bajrang Associate,1,200,10/05/2023,Completed,10/05/2023,18/05/2023,Not Required,Not Required,1,Not Found,Completed,19/05/2023,0,Not Required,Not Required,Not Required,Not Required,Developed through water flushing,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,17.5,,340,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Jai Bajarang,38942,WIP,3096,WIP,3096,Not Started,414,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
372,20096773,Purana Dih -Zone A & Zone B,Chandauli,Chakiya,SIPL,2,200,16/05/2023,Completed,17/05/2023,18/05/2023,Not Required,Not Required,2,Not Found,Completed,20/05/2023,0,Not Required,Not Required,Not Required,Not Required,Developed through water flushing,Not Found,Not Found,WIP,WIP,To be taken,Not Approved,,2,"100, 50","16, 12",Integral,Collected,Submitted,10,ATLC,"Approved, Not Approved","Available, Not Available",,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,2,"7.5, 5",,"330, 190","40, 40","12.5, 9.00",Solar,"15, 10",Jai Bajrang Associate,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11634,Not Started,,Not Started,,Not Started,502,Not Started,Jai Bajrang Associate,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
373,20096774,Sevakhar Kala,Chandauli,Sakaldiha,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Skylone,Collected,Submitted,9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,380,40,12.5,Solar,15,SIPL,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7492,Not Started,,Not Started,,Not Started,469,Not Started,SIPL,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
374,20096775,Dariapur,Chandauli,Chahaniya,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Skylone,Collected,Submitted,11,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,450,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12319,Not Started,,Not Started,,Not Started,561,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
375,20096776,Jiyanpur,Chandauli,Dhanapur,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,75,12,Skylone,Collected,Submitted,9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,280,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,4291,Not Started,,Not Started,,Not Started,325,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
376,20096777,Khuchama,Chandauli,Sakaldiha,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Skylone,Collected,Submitted,9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,560,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16103,Not Started,,Not Started,,Not Started,672,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
377,20096778,Chilbili,Chandauli,Dhanapur,SVBP Construction,1,165,05/07/2023,Completed,05/07/2023,08/07/2023,Completed,11/07/2023,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Skylone,Collected,Submitted,10,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,330,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6047,Not Started,,Not Started,,Not Started,393,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
378,20096779,Chatur Bhujpur,Chandauli,Sakaldiha,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Skylone,Collected,Submitted,9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,590,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12383,Not Started,,Not Started,,Not Started,470,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
379,20096780,Mirjapur,Chandauli,Dhanapur,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Skylone,Collected,Submitted,12,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,460,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15952,Not Started,,Not Started,,Not Started,464,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
380,20096782,Semaray,Chandauli,Niyamatabad,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,200,12,Skylone,To be taken,Awaited,,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,700,40,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7190,Not Started,,Not Started,,Not Started,582,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
381,20096787,Pandeypurmilki,Chandauli,Dhanapur,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,,300,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,3779,Not Started,,Not Started,,Not Started,349,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
382,20096788,Jamalpur,Chandauli,Chahaniya,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,250,16,Skylone,Collected,Submitted,11,Troynoya,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,830,40,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13088,Not Started,,Not Started,,Not Started,720,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
383,20096789,Jagadeeshpur,Chandauli,Chandauli,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,75,12,Integral,Collected,Submitted,11,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,,260,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,4156,Not Started,,Not Started,,Not Started,320,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
384,20096790,Hasanpur,Chandauli,Niyamatabad,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,225,12,Skylone,Collected,Submitted,11,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,780,40,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10722,Not Started,,Not Started,,Not Started,666,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
385,20096791,Molanapur,Chandauli,Chahaniya,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,,310,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,5147,Not Started,,Not Started,,Not Started,293,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
386,20096792,Malokhar & Muhammadpur,Chandauli,Niyamatabad,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,225,12,Skylone,Collected,Submitted,11,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,630,40,12.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,17801,Not Started,,Not Started,,Not Started,1065,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
387,20096794,Math Ucharhhal Giri,Chandauli,Dhanapur,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,,350,40,12.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6913,Not Started,,Not Started,,Not Started,337,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
388,20096933,Puraini,Chandauli,Niyamatabad,,1,165,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,,390,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,4537,Not Started,,Not Started,,Not Started,418,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
389,20096934,Amogpur & Kush Kala,Chandauli,Niyamatabad,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,200,12,Skylone,To be taken,Awaited,,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,540,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,17018,Not Started,,Not Started,,Not Started,1064,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
390,20096935,Amaara & Nasirpur,Chandauli,Sakaldiha,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,250,16,Skylone,To be taken,Awaited,,Troynoya,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,880,40,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16014,Not Started,,Not Started,,Not Started,656,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
391,20096936,Jivanpur & Tarapur,Chandauli,Sakaldiha,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,200,12,Skylone,Collected,Submitted,10.5,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,,700,40,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7691,Not Started,,Not Started,,Not Started,521,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
392,20096937,Goghara,Chandauli,Chakiya,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,Not Found,Not Started,Not Started,Not Found,Not Available,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,100,16,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,,230,40,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,14548,Not Started,,Not Started,,Not Started,536,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
393,20096967,Subhakharpur,Ghazipur,Ghazipur,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X200,Not Started,Not Started,62.76,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Anavaya,Collected,Submitted,12.1,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,5,,550,35,20,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8025,Not Started,,Not Started,,Not Started,394,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
